Name_submitted	Name_matched	Author_matched	Overall_score	Taxonomic_status	Accepted_name	Accepted_author	Accepted_family	Source	Warnings	Accepted_name_lsid
Commicarpus africanus	Commicarpus africanus		1	Synonym	Boerhavia africana	Lour.	Nyctaginaceae	tpl	 	
Commicarpus africanus	Commicarpus africanus		1	Accepted	Commicarpus africanus	Dandy	Nyctaginaceae	tropicos	 	
Conyza primulaefolia	No suitable matches found.		0						 	
Cotula mexicana	Cotula mexicana		1	Accepted	Cotula mexicana	(DC.) Cabrera	Asteraceae	gcc;tropicos;usda	 	urn:lsid:compositae.org:names:64942585-C031-44F7-8691-3B4F06AF761C
Crepis bellidifolia	Crepis bellidifolia		1	Accepted	Crepis bellidifolia	Loisel.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:2CB8B444-9827-410D-A7A5-3323C0747C95
Crepis bellidifolia	Crepis bellidifolia		1	Synonym	Crepis cretica	Boiss.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:D9741F2B-24B9-422C-9337-35D83C9F89D6
Crepis bellidifolia	Crepis bellidifolia		1	No opinion		Loisel.	Asteraceae	tropicos	 	urn:lsid:compositae.org:names:2CB8B444-9827-410D-A7A5-3323C0747C95
Cyperus auricomus	Cyperus auricomus		1	Synonym	Cyperus digitatus subsp. auricomus	(Sieber ex Spreng.) Kük.	Cyperaceae	tpl;tropicos	 	
Elatine hungarica	Elatine hungarica		1	Accepted	Elatine hungarica	Moesz	Elatinaceae	tpl;tropicos	 	
Fuchsia coccinea	Fuchsia coccinea		1	Accepted	Fuchsia coccinea	Aiton	Onagraceae	tpl	 	
Fuchsia coccinea	Fuchsia coccinea		1	Accepted	Fuchsia coccinea	Dryand.	Onagraceae	tropicos	 	
Galanthus alpinus	Galanthus alpinus		1	Accepted	Galanthus alpinus	Sosn.	Amaryllidaceae	tpl;tropicos	 	
Galinsoga urticifolia	Galinsoga urticifolia		1	Synonym	Galinsoga quadriradiata	Ruiz & Pav.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:C94F34D8-CD65-48A9-A1CE-640AD89CDE05
Galinsoga urticifolia	Galinsoga urticifolia		1	Synonym	Galinsoga quadriradiata	Ruiz & Pav.	Asteraceae	tropicos	 	
Galinsoga urticifolia	Galinsoga urticifolia		1	Accepted	Galinsoga urticifolia	(Kunth) Benth.	Asteraceae	usda	 	
Helianthus giganteus	Helianthus giganteus		1	Accepted	Helianthus giganteus	L.	Asteraceae	gcc;tropicos;usda	 	urn:lsid:compositae.org:names:679AE2B3-34B4-4695-9208-5D79F64F13EF
Helianthus giganteus	Helianthus giganteus		1	Illegitimate				tropicos	 	
Helianthus subcanescens	Helianthus subcanescens		1	Accepted	Helianthus subcanescens	(A.Gray) E.Watson	Asteraceae	gcc	 	urn:lsid:compositae.org:names:582EF9E2-70BA-42A0-B534-809AA1613D75
Helianthus subcanescens	Helianthus subcanescens		1	Accepted	Helianthus subcanescens	(A. Gray) E. Watson	Asteraceae	tropicos	 	
Helichrysum orbiculare	Helichrysum orbiculare		1	Synonym	Plecostachys serpyllifolia	(P.J.Bergius) Hilliard & B.L.Burtt	Asteraceae	gcc	 	urn:lsid:compositae.org:names:CA6F9CEB-53AA-4E0E-9421-A75E13F19B69
Helichrysum orbiculare	Helichrysum orbiculare		1	Synonym	Helichrysum serpyllifolium var. orbiculare	(Thunb.) DC.	Asteraceae	tropicos	 	
Hemarthria compressa	Hemarthria compressa		1	Accepted	Hemarthria compressa	(L.f.) R.Br.	Poaceae	tpl	 	
Hemarthria compressa	Hemarthria compressa		1	Accepted	Hemarthria compressa	(L. f.) R. Br.	Poaceae	tropicos	 	
Heuchera americana	Heuchera americana		1	Accepted	Heuchera americana	L.	Saxifragaceae	tpl;tropicos;usda	 	
Hylomecon vernalis	Hylomecon vernalis		1	Accepted	Hylomecon vernalis	Maxim.	Papaveraceae	tpl	 	
Hylomecon vernalis	Hylomecon vernalis		1	Synonym	Hylomecon japonica var. japonica		Papaveraceae	tropicos	 	
Iberis semperflorens	Iberis semperflorens		1	Accepted	Iberis semperflorens	L.	Brassicaceae	tpl;tropicos	 	
Ipomoea arenaria	Ipomoea arenaria		1	No opinion				tpl;tropicos	 	
Ipomoea arenaria	Ipomoea arenaria		1	Illegitimate				tropicos	 	
Kalanchoe longiflora	Kalanchoe longiflora		1	Accepted	Kalanchoe longiflora	Schltr. ex J.M. Wood	Crassulaceae	tpl;tropicos	 	
Kalanchoe prolifera	Kalanchoe prolifera		1	Synonym	Bryophyllum proliferum	Bowie ex Hook.	Crassulaceae	tpl	 	
Kalanchoe prolifera	Kalanchoe prolifera		1	Accepted	Kalanchoe prolifera	(Bowie ex Hook.) Raym.-Hamet	Crassulaceae	tropicos	 	
Kleinia neriifolia	Kleinia neriifolia		1	Accepted	Kleinia neriifolia	Haw.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:B638DAFA-605B-4D84-A66E-F20120252587
Laserpitium siler	Laserpitium siler		1	Accepted	Laserpitium siler	L.	Apiaceae	tpl	 	
Laserpitium siler	Laserpitium siler		1	No opinion		L.	Apiaceae	tropicos	 	
Linaria canadensis	Linaria canadensis		1	Accepted	Linaria canadensis	(L.) Dum.Cours.	Plantaginaceae	tpl	 	
Linaria canadensis	Linaria canadensis		1	Accepted	Linaria canadensis	(L.) Dum. Cours.	Plantaginaceae	tropicos	 	
Linaria canadensis	Linaria canadensis		1	Synonym	Nuttallanthus canadensis	(L.) D.A. Sutton	Plantaginaceae	usda	 	
Malvella leprosa	Malvella leprosa		1	Accepted	Malvella leprosa	(Ortega) Krapov.	Malvaceae	tpl;tropicos;usda	 	
Moluccella spinosa	Moluccella spinosa		1	Accepted	Moluccella spinosa	L.	Lamiaceae	tpl	 	
Moluccella spinosa	Moluccella spinosa		1	Synonym	Molucca spinosa	(L.) Moench	Lamiaceae	tropicos	 	
Narcissus minor	Narcissus minor		1	Synonym	Narcissus pseudonarcissus subsp. minor	(L.) Baker	Amaryllidaceae	tpl;tropicos	 	
Opuntia tomentosa	Opuntia tomentosa		1	Accepted	Opuntia tomentosa	Salm-Dyck	Cactaceae	tpl;tropicos;usda	 	
Opuntia x bernichiana	No suitable matches found.		0						 	
Paspalum saurae	Paspalum saurae		1	Accepted	Paspalum saurae	(Parodi) Parodi	Poaceae	tpl	 	
Paspalum saurae	Paspalum saurae		1	Synonym	Paspalum notatum	Flüggé	Poaceae	tropicos	 	
Physalis fuscomaculata	Physalis fuscomaculata		1	Accepted	Physalis fuscomaculata	Rouville	Solanaceae	tpl;tropicos	 	
Physalis fuscomaculata	Physalis fuscomaculata		1	Synonym	Physalis viscosa	L.	Solanaceae	usda	 	
Populus longifolia	Populus longifolia		1	No opinion	Populus balsamifera	L.	Salicaceae	tpl	 	
Populus longifolia	Populus longifolia		1	No opinion				tropicos	 	
Rhodanthe manglesii	Rhodanthe manglesii		1	Accepted	Rhodanthe manglesii	Lindl.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:ED0F726E-6C3B-4ED6-89E5-C2740CC003F1
Rhodanthe manglesii	Rhodanthe manglesii		1	No opinion		Lindl.	Asteraceae	tropicos	 	urn:lsid:compositae.org:names:ED0F726E-6C3B-4ED6-89E5-C2740CC003F1
Rhododendron tomentosum	Rhododendron tomentosum		1	Synonym	Ledum palustre	L.	Ericaceae	tpl;usda	 	
Rhododendron tomentosum	Rhododendron tomentosum		1	Synonym	Ledum palustre var. palustre		Ericaceae	tropicos	 	
Rorippa curvisiliqua	Rorippa curvisiliqua		1	Accepted	Rorippa curvisiliqua	(Hook.) Bessey ex Britton	Brassicaceae	tpl;tropicos	 	
Rorippa curvisiliqua	Rorippa curvisiliqua		1	Accepted	Rorippa curvisiliqua	(Hook.) Besser ex Britton	Brassicaceae	usda	 	
Scirpus	Scirpus		1	Accepted	Scirpus		Cyperaceae	tpl	 	
Scirpus	Scirpus		1	No opinion				tpl	 	
Scirpus	Scirpus		1	Accepted	Scirpus	L.	Cyperaceae	tropicos	 	
Scirpus	Scirpus		1	Accepted	Scirpus		Cyperaceae	usda	 	
Sedum dendroideum	Sedum dendroideum		1	Accepted	Sedum dendroideum	Moc. & Sessé ex DC.	Crassulaceae	tpl	 	
Sedum dendroideum	Sedum dendroideum		1	Accepted	Sedum dendroideum	DC.	Crassulaceae	tropicos	 	
Sedum dendroideum	Sedum dendroideum		1	Accepted	Sedum dendroideum	Moc. & Sessé ex A. DC.	Crassulaceae	usda	 	
Sedum rubrotinctum	Sedum rubrotinctum		1	Accepted	Sedum rubrotinctum	R.T. Clausen	Crassulaceae	tpl;tropicos;usda	 	
Senecio parviflorus	No suitable matches found.		0						 	
Solanum juvenale	Solanum juvenale		1	Accepted	Solanum juvenale	Thell.	Solanaceae	tpl;tropicos	 	
Solanum microcarpum	Solanum microcarpum		1	Synonym	Solanum pseudocapsicum var. microcarpum	(Vahl) Pers.	Solanaceae	tpl;tropicos	 	
Solanum triflorum	Solanum triflorum		1	Accepted	Solanum triflorum	Nutt.	Solanaceae	tpl;tropicos;usda	 	
Tolpis barbata	Tolpis barbata		1	Accepted	Tolpis barbata	(L.) Gaertn.	Asteraceae	gcc;tropicos;usda	 	urn:lsid:compositae.org:names:0FAE1297-4176-4164-B6C0-592D36E310EF
Tradescantia cerinthoides	Tradescantia cerinthoides		1	Accepted	Tradescantia cerinthoides	Kunth	Commelinaceae	tpl;tropicos	 	
Ulva rigida	No suitable matches found.		0						 	
Xanthoxalis stricta	Xanthoxalis stricta		1	Synonym	Oxalis stricta	L.	Oxalidaceae	tpl;tropicos;usda	 	
Aegagropila linnaei	No suitable matches found.		0						 	
Alisma subcordatum	Alisma subcordatum		1	Accepted	Alisma subcordatum	Raf.	Alismataceae	tpl;tropicos;usda	 	
Allium unifolium	Allium unifolium		1	Accepted	Allium unifolium	Kellogg	Amaryllidaceae	tpl;tropicos;usda	 	
Allium unifolium	Allium unifolium		1	Synonym	Allium unifolium	Kellogg	Amaryllidaceae	tpl	 	
Allium unifolium	Allium unifolium		1	Illegitimate		Kellogg	Amaryllidaceae	tropicos	 	
Alocasia odora	Alocasia odora		1	Accepted	Alocasia odora	(Lindl.) K.Koch	Araceae	tpl	 	
Alocasia odora	Alocasia odora		1	Accepted	Alocasia odora	(Lindl.) K. Koch	Araceae	tropicos	 [Ambiguous match] 	
Alocasia odora	Alocasia odora		1	Accepted	Alocasia odora	(Roxb.) K. Koch	Araceae	tropicos	 [Ambiguous match] 	
Alocasia odora	Alocasia odora		1	Accepted	Alocasia odora	(Lodd.) G. Don	Araceae	usda	 	
Ampelodesmos pliniana	No suitable matches found.		0						 	
Amsonia hubrichtii	Amsonia hubrichtii		1	Accepted	Amsonia hubrichtii	Woodson	Apocynaceae	tpl;tropicos;usda	 	
Amsonia orientalis	Amsonia orientalis		1	Accepted	Amsonia orientalis	Decne.	Apocynaceae	tpl	 	
Amsonia orientalis	Amsonia orientalis		1	No opinion				tropicos	 	
Anubias coffeefolia	No suitable matches found.		0						 	
Anubias gigantea	Anubias gigantea		1	Accepted	Anubias gigantea	A.Chev. ex Hutch.	Araceae	tpl	 	
Anubias gigantea	Anubias gigantea		1	Invalid				tropicos	 	
Anubias gigantea	Anubias gigantea		1	No opinion				tropicos	 	
Anubias heterophylla	Anubias heterophylla		1	Accepted	Anubias heterophylla	Engl.	Araceae	tpl	 	
Anubias heterophylla	Anubias heterophylla		1	No opinion		Engl.	Araceae	tropicos	 	
Aponogeton capuronii	Aponogeton capuronii		1	Accepted	Aponogeton capuronii	H.Bruggen	Aponogetonaceae	tpl	 	
Aponogeton capuronii	Aponogeton capuronii		1	Accepted	Aponogeton capuronii	H. Bruggen	Aponogetonaceae	tropicos	 	
Aponogeton elongatus	Aponogeton elongatus		1	Accepted	Aponogeton elongatus	F.Muell. ex Benth.	Aponogetonaceae	tpl	 	
Aponogeton elongatus	Aponogeton elongatus		1	No opinion				tropicos	 [Ambiguous match] 	
Aponogeton elongatus	Aponogeton elongatus		1	No opinion				tropicos	 [Ambiguous match] 	
Aponogeton fenestralis	Aponogeton fenestralis		1	Synonym	Aponogeton madagascariensis	(Mirb.) H.Bruggen	Aponogetonaceae	tpl	 	
Aponogeton fenestralis	Aponogeton fenestralis		1	Synonym	Aponogeton madagascariensis	(Mirb.) H. Bruggen	Aponogetonaceae	tropicos	 	
Aponogeton henkelianus	Aponogeton henkelianus		1	Synonym	Aponogeton madagascariensis	(Mirb.) H.Bruggen	Aponogetonaceae	tpl	 	
Aponogeton henkelianus	Aponogeton henkelianus		1	Synonym	Aponogeton madagascariensis var. henkelianus	(Baum) H. Bruggen	Aponogetonaceae	tropicos	 	
Aponogeton krauseanus	No suitable matches found.		0						 	
Aponogeton longiplumulosus	Aponogeton longiplumulosus		1	Accepted	Aponogeton longiplumulosus	H.Bruggen	Aponogetonaceae	tpl	 	
Aponogeton longiplumulosus	Aponogeton longiplumulosus		1	Accepted	Aponogeton longiplumulosus	H. Bruggen	Aponogetonaceae	tropicos	 	
Aponogeton rigidifolius	Aponogeton rigidifolius		1	Accepted	Aponogeton rigidifolius	H.Bruggen	Aponogetonaceae	tpl	 	
Aponogeton rigidifolius	Aponogeton rigidifolius		1	No opinion				tropicos	 [Ambiguous match] 	
Aponogeton rigidifolius	Aponogeton rigidifolius		1	No opinion				tropicos	 [Ambiguous match] 	
Aponogeton siamensis	No suitable matches found.		0						 	
Aponogeton ulvaceus	Aponogeton ulvaceus		1	Accepted	Aponogeton ulvaceus	Baker	Aponogetonaceae	tpl;tropicos	 	
Arundinaria simonii	Arundinaria simonii		1	Synonym	Pleioblastus simonii	(Carrière) Nakai	Poaceae	tpl	 	
Arundinaria simonii	Arundinaria simonii		1	Synonym	Pleioblastus simonii	(Carrière) Nakai	Poaceae	tropicos	 	
Arundinaria simonii	Arundinaria simonii		1	Synonym	Pleioblastus simonii	(Carrière) Nakai	Poaceae	usda	 	
Aster schreberi	Aster schreberi		1	Synonym	Eurybia schreberi	(Nees) Nees	Asteraceae	gcc;tropicos;usda	 	urn:lsid:compositae.org:names:F7EFF4C8-6C8E-4230-A708-50A82B5A7C4D
Bacopa lanigera	Bacopa lanigera		1	Accepted	Bacopa lanigera	(Cham. & Schltdl.) Wettst.	Plantaginaceae	tpl;tropicos	 	
Bacopa myriophylloides	Bacopa myriophylloides		1	Accepted	Bacopa myriophylloides	(Benth.) Wettst.	Plantaginaceae	tpl;tropicos	 	
Baumea rubiginosa	Baumea rubiginosa		1	Synonym	Machaerina rubiginosa	(Spreng.) T.Koyama	Cyperaceae	tpl	 	
Baumea rubiginosa	Baumea rubiginosa		1	No opinion				tropicos	 	
Bidens ferulifolia	Bidens ferulifolia		1	Accepted	Bidens ferulifolia	(Jacq.) Sweet	Asteraceae	gcc	 	urn:lsid:compositae.org:names:E1343B34-6577-4318-B944-B7311EC81309
Bidens ferulifolia	Bidens ferulifolia		1	Synonym	Bidens ferulifolia	(Jacq.) Sweet	Asteraceae	gcc	 	urn:lsid:compositae.org:names:E1343B34-6577-4318-B944-B7311EC81309
Bidens ferulifolia	Bidens ferulifolia		1	Synonym	Bidens aurea	(Aiton) Sherff	Asteraceae	tropicos	 	
Bidens ferulifolia	Bidens ferulifolia		1	Accepted	Bidens ferulifolia	(Jacq.) DC.	Asteraceae	usda	 	
Bolbitis fluviatilis	Bolbitis fluviatilis		1	Accepted	Bolbitis fluviatilis	(Hook.) Ching	Dryopteridaceae	tpl;tropicos	 	
Bolbitis heteroclita	Bolbitis heteroclita		1	Accepted	Bolbitis heteroclita	(C. Presl) Ching	Dryopteridaceae	tpl;tropicos	 	
Bromopsis condensata	Bromopsis condensata		1	Synonym	Bromus erectus	Huds.	Poaceae	tpl	 	
Bromopsis condensata	Bromopsis condensata		1	Synonym	Bromus condensatus	Hack.	Poaceae	tropicos	 	
Bromus interruptus	Bromus interruptus		1	Accepted	Bromus interruptus	(Hack.) Druce	Poaceae	tpl;usda	 	
Bromus interruptus	Bromus interruptus		1	No opinion				tropicos	 	
Caltha introloba	Caltha introloba		1	Synonym	Psychrophila introloba	(F.Muell.) W.A.Weber	Ranunculaceae	tpl	 	
Caltha introloba	Caltha introloba		1	Synonym	Caltha novae-zelandiae var. introloba	(F. Muell.) Huth	Ranunculaceae	tropicos	 	
Caltha leptosepala	Caltha leptosepala		1	Accepted	Caltha leptosepala	DC.	Ranunculaceae	tpl;tropicos;usda	 	
Caltha natans	Caltha natans		1	Accepted	Caltha natans	Pall.	Ranunculaceae	tpl;tropicos	 	
Caltha natans	Caltha natans		1	Accepted	Caltha natans	Pall. ex Georgi	Ranunculaceae	usda	 	
Caltha sagittata	Caltha sagittata		1	Synonym	Psychrophila sagittata	(Cav.) Bercht. & J.Presl	Ranunculaceae	tpl	 	
Caltha sagittata	Caltha sagittata		1	Accepted	Caltha sagittata	Cav.	Ranunculaceae	tropicos	 	
Canna tuerckheimii	Canna tuerckheimii		1	Accepted	Canna tuerckheimii	Kraenzl.	Cannaceae	tpl;tropicos	 	
Cardamine macrophylla	Cardamine macrophylla		1	Accepted	Cardamine macrophylla	Willd.	Brassicaceae	tpl;tropicos	 [Ambiguous match] 	
Cardamine macrophylla	Cardamine macrophylla		1	Synonym	Cardamine amara	L.	Brassicaceae	tpl	 [Ambiguous match] 	
Cardamine macrophylla	Cardamine macrophylla		1	No opinion				tpl	 [Ambiguous match] 	
Cardamine macrophylla	Cardamine macrophylla		1	Accepted	Cardamine macrophylla	Adamson	Brassicaceae	tropicos	 [Ambiguous match] 	
Cardamine macrophylla	Cardamine macrophylla		1	Accepted	Cardamine macrophylla	Schur	Brassicaceae	tropicos	 [Ambiguous match] 	
Carex intumescens	Carex intumescens		1	Accepted	Carex intumescens	Rudge	Cyperaceae	tpl;tropicos;usda	 	
Carex tribuloides	Carex tribuloides		1	Accepted	Carex tribuloides	Wahlenb.	Cyperaceae	tpl;tropicos;usda	 	
Cerastium ligusticum	Cerastium ligusticum		1	Accepted	Cerastium ligusticum	Viv.	Caryophyllaceae	tpl	 	
Cerastium ligusticum	Cerastium ligusticum		1	No opinion		Viv.	Caryophyllaceae	tropicos	 	
Ceratochloa sitchensis	Ceratochloa sitchensis		1	Synonym	Bromus sitchensis	Trin.	Poaceae	tpl	 	
Claytonia parvifolia	Claytonia parvifolia		1	Synonym	Montia parvifolia	(Moc. ex DC.) Greene	Montiaceae	tpl;tropicos	 	
Claytonia parvifolia	Claytonia parvifolia		1	No opinion				tpl	 	
Claytonia parvifolia	Claytonia parvifolia		1	Synonym	Montia parvifolia ssp. parvifolia	(Moc. ex DC.) Greene	Montiaceae	usda	 	
Colysis pteropus	Colysis pteropus		1	Synonym	Leptochilus pteropus	(Blume) Fraser-Jenk.	Polypodiaceae	tpl	 	
Colysis pteropus	Colysis pteropus		1	Synonym	Microsorum pteropus	(Blume) Copel.	Polypodiaceae	tropicos	 	
Convallaria bifolium	No suitable matches found.		0						 	
Cotoneaster cambricus	Cotoneaster cambricus		1	Accepted	Cotoneaster cambricus	J.Fryer & B.Hylmâ€	Rosaceae	tpl	 	
Cotoneaster cambricus	Cotoneaster cambricus		1	No opinion				tropicos	 	
Cotoneaster insculptus	Cotoneaster insculptus		1	Accepted	Cotoneaster insculptus	Diels	Rosaceae	tpl	 	
Cotoneaster insculptus	Cotoneaster insculptus		1	Synonym	Cotoneaster franchetii	Bois	Rosaceae	tropicos	 	
Crinum calamistratum	Crinum calamistratum		1	Accepted	Crinum calamistratum	Bogner & Heine	Amaryllidaceae	tpl	 	
Crinum calamistratum	Crinum calamistratum		1	No opinion		Bogner & Heine	Amaryllidaceae	tropicos	 	
Crinum erubescens	Crinum erubescens		1	Accepted	Crinum erubescens	L.f. ex Aiton	Amaryllidaceae	tpl	 	
Crinum erubescens	Crinum erubescens		1	Synonym	Crinum kunthianum	M.Roem.	Amaryllidaceae	tpl	 	
Crinum erubescens	Crinum erubescens		1	Accepted	Crinum erubescens	Aiton	Amaryllidaceae	tropicos	 	
Crinum erubescens	Crinum erubescens		1	Illegitimate		M.Roem.	Amaryllidaceae	tropicos	 	
Crinum natans	Crinum natans		1	Accepted	Crinum natans	Baker	Amaryllidaceae	tpl;tropicos	 	
Crocus speciosa	No suitable matches found.		0						 	
Cryptocoryne affinis	Cryptocoryne affinis		1	Accepted	Cryptocoryne affinis	N.E.Br.	Araceae	tpl	 	
Cryptocoryne affinis	Cryptocoryne affinis		1	Accepted	Cryptocoryne affinis	N.E. Br. ex Hook. f.	Araceae	tropicos	 	
Cryptocoryne albida	Cryptocoryne albida		1	Accepted	Cryptocoryne albida	R.Parker	Araceae	tpl	 	
Cryptocoryne albida	Cryptocoryne albida		1	Synonym	Cryptocoryne retrospiralis subsp. albida	(R. Parker) Rataj	Araceae	tropicos	 	
Cryptocoryne aponogetifolia	Cryptocoryne aponogetifolia		1	Accepted	Cryptocoryne aponogetifolia	Merr.	Araceae	tpl	 	
Cryptocoryne aponogetifolia	Cryptocoryne aponogetifolia		1	No opinion		Merr.	Araceae	tropicos	 	
Cryptocoryne balansae	Cryptocoryne balansae		1	Synonym	Cryptocoryne crispatula var. balansae	(Gagnep.) N.Jacobsen	Araceae	tpl	 	
Cryptocoryne balansae	Cryptocoryne balansae		1	Synonym	Cryptocoryne crispatula var. balansae	(Gagnep.) N. Jacobsen	Araceae	tropicos	 	
Cryptocoryne bullosa	Cryptocoryne bullosa		1	Accepted	Cryptocoryne bullosa	Becc.	Araceae	tpl	 	
Cryptocoryne bullosa	Cryptocoryne bullosa		1	No opinion		Becc.	Araceae	tropicos	 	
Cryptocoryne cordata	Cryptocoryne cordata		1	Accepted	Cryptocoryne cordata	Griff.	Araceae	tpl;tropicos	 	
Cryptocoryne crispulata	No suitable matches found.		0						 	
Cryptocoryne griffithii	Cryptocoryne griffithii		1	Accepted	Cryptocoryne griffithii	Schott	Araceae	tpl	 	
Cryptocoryne griffithii	Cryptocoryne griffithii		1	No opinion		Schott	Araceae	tropicos	 	
Cryptocoryne hudoroi	Cryptocoryne hudoroi		1	Accepted	Cryptocoryne hudoroi	Bogner & N.Jacobsen	Araceae	tpl	 	
Cryptocoryne hudoroi	Cryptocoryne hudoroi		1	No opinion		Bogner & N.Jacobsen	Araceae	tropicos	 	
Cryptocoryne longicauda	Cryptocoryne longicauda		1	Accepted	Cryptocoryne longicauda	Becc. ex Engl.	Araceae	tpl;tropicos	 	
Cryptocoryne minima	Cryptocoryne minima		1	Accepted	Cryptocoryne minima	Ridl.	Araceae	tpl;tropicos	 	
Cryptocoryne moehlmannii	Cryptocoryne moehlmannii		1	Accepted	Cryptocoryne moehlmannii	de Wit	Araceae	tpl	 	
Cryptocoryne moehlmannii	Cryptocoryne moehlmannii		1	No opinion		de Wit	Araceae	tropicos	 	
Cryptocoryne nurii	Cryptocoryne nurii		1	Accepted	Cryptocoryne nurii	Furtado	Araceae	tpl	 	
Cryptocoryne nurii	Cryptocoryne nurii		1	No opinion		Furtado	Araceae	tropicos	 	
Cryptocoryne parva	Cryptocoryne parva		1	Accepted	Cryptocoryne parva	de Wit	Araceae	tpl	 	
Cryptocoryne parva	Cryptocoryne parva		1	No opinion		de Wit	Araceae	tropicos	 	
Cryptocoryne pontederiifolia	Cryptocoryne pontederiifolia		1	Accepted	Cryptocoryne pontederiifolia	Schott	Araceae	tpl;tropicos	 	
Cryptocoryne pygmaea	Cryptocoryne pygmaea		1	Accepted	Cryptocoryne pygmaea	Merr.	Araceae	tpl	 	
Cryptocoryne pygmaea	Cryptocoryne pygmaea		1	No opinion		Merr.	Araceae	tropicos	 	
Cryptocoryne scurillis	No suitable matches found.		0						 	
Cryptocoryne spiralis	Cryptocoryne spiralis		1	Accepted	Cryptocoryne spiralis	(Retz.) Fisch. ex Wydler	Araceae	tpl;tropicos	 	
Cryptocoryne striolata	Cryptocoryne striolata		1	Accepted	Cryptocoryne striolata	Engl.	Araceae	tpl;tropicos	 	
Cryptocoryne thwaitesii	Cryptocoryne thwaitesii		1	Accepted	Cryptocoryne thwaitesii	Schott	Araceae	tpl	 	
Cryptocoryne thwaitesii	Cryptocoryne thwaitesii		1	No opinion		Schott	Araceae	tropicos	 	
Cryptocoryne undulata	Cryptocoryne undulata		1	Accepted	Cryptocoryne undulata	Wendt	Araceae	tpl	 	
Cryptocoryne undulata	Cryptocoryne undulata		1	No opinion		Wendt	Araceae	tropicos	 	
Cryptocoryne usteriana	Cryptocoryne usteriana		1	Accepted	Cryptocoryne usteriana	Engl.	Araceae	tpl	 	
Cryptocoryne usteriana	Cryptocoryne usteriana		1	No opinion		Engl.	Araceae	tropicos	 	
Cryptocoryne walkerii	No suitable matches found.		0						 	
Cyperus albostriatus	Cyperus albostriatus		1	Accepted	Cyperus albostriatus	Schrad.	Cyperaceae	tpl	 	
Cyperus albostriatus	Cyperus albostriatus		1	No opinion		Schrad.	Cyperaceae	tropicos	 	
Cyperus helferi	Cyperus helferi		1	Accepted	Cyperus helferi	Boeckeler	Cyperaceae	tpl	 	
Cyperus helferi	Cyperus helferi		1	No opinion		Boeckeler	Cyperaceae	tropicos	 	
Cyperus prolifer	Cyperus prolifer		1	Accepted	Cyperus prolifer	Lam.	Cyperaceae	tpl;tropicos;usda	 	
Daboecia cantabrica	Daboecia cantabrica		1	Accepted	Daboecia cantabrica	(Huds.) K.Koch	Ericaceae	tpl	 	
Daboecia cantabrica	Daboecia cantabrica		1	Accepted	Daboecia cantabrica	(Huds.) K. Koch	Ericaceae	tropicos	 	
Dennstaedtia punctilobula	Dennstaedtia punctilobula		1	Accepted	Dennstaedtia punctilobula	(Michx.) T. Moore	Dennstaedtiaceae	tpl;tropicos;usda	 	
Dianthus cruentus	Dianthus cruentus		1	Accepted	Dianthus cruentus	Griseb.	Caryophyllaceae	tpl	 	
