family,n,draw
Lythraceae,1,182
Malpighiaceae,1,182
Malvaceae,1,182
Marantaceae,2,182
Melastomataceae,1,182
Myrtaceae,2,182
Orchidaceae,7,182
Pandanaceae,1,182
Papaveraceae,1,182
Poaceae,2,182
Polygalaceae,2,182
Polygonaceae,2,182
Rosaceae,3,182
Rubiaceae,3,182
Rutaceae,1,182
Sapotaceae,1,182
Scrophulariaceae,2,182
Solanaceae,1,182
Velloziaceae,1,182
Violaceae,1,182
Zingiberaceae,1,182
Zygophyllaceae,1,182
Acanthaceae,2,183
Aizoaceae,1,183
Amaryllidaceae,1,183
Amblystegiaceae,1,183
Apiaceae,1,183
Apocynaceae,1,183
Asparagaceae,2,183
Bartramiaceae,1,183
Begoniaceae,1,183
Boraginaceae,2,183
Brassicaceae,2,183
Bryaceae,1,183
Cactaceae,1,183
Calceolariaceae,1,183
Campanulaceae,1,183
Caprifoliaceae,1,183
Cistaceae,1,183
Combretaceae,1,183
Compositae,17,183
Convolvulaceae,1,183
Costaceae,1,183
Crassulaceae,1,183
Crossosomataceae,1,183
Cucurbitaceae,1,183
Cyperaceae,2,183
Dennstaedtiaceae,1,183
Dicranaceae,1,183
Ericaceae,1,183
Euphorbiaceae,1,183
Frankeniaceae,1,183
Gesneriaceae,1,183
Grimmiaceae,1,183
Jungermanniaceae,1,183
Lamiaceae,1,183
Leguminosae,3,183
Lepidoziaceae,1,183
Leucodontaceae,1,183
Linderniaceae,1,183
Malvaceae,2,183
Marantaceae,1,183
Meliaceae,1,183
Monimiaceae,1,183
Myrtaceae,2,183
Orchidaceae,5,183
Orthotrichaceae,2,183
Oxalidaceae,1,183
Papaveraceae,1,183
Phyllanthaceae,1,183
Piperaceae,1,183
Poaceae,5,183
Polemoniaceae,1,183
Polygalaceae,1,183
Polypodiaceae,1,183
Putranjivaceae,1,183
Ranunculaceae,1,183
Rubiaceae,3,183
Sapindaceae,1,183
Scrophulariaceae,1,183
Theaceae,1,183
Urticaceae,1,183
Verbenaceae,1,183
Vitaceae,1,183
Amaranthaceae,3,184
Annonaceae,1,184
Apiaceae,2,184
Apocynaceae,2,184
Araceae,2,184
Arecaceae,2,184
Asparagaceae,1,184
Bignoniaceae,1,184
Bromeliaceae,3,184
Burseraceae,1,184
Campanulaceae,1,184
Caryophyllaceae,2,184
Compositae,13,184
Cyperaceae,1,184
Daltoniaceae,1,184
Dichapetalaceae,1,184
Dicranaceae,1,184
Ericaceae,1,184
Erythroxylaceae,1,184
Fossombroniaceae,1,184
Hamamelidaceae,1,184
Hypnaceae,1,184
Jungermanniaceae,1,184
Lamiaceae,3,184
Lauraceae,1,184
Leguminosae,8,184
Malvaceae,1,184
Melastomataceae,2,184
Myrtaceae,2,184
Nartheciaceae,1,184
Orchidaceae,2,184
Orthotrichaceae,1,184
Papaveraceae,1,184
Piperaceae,1,184
Plantaginaceae,1,184
Poaceae,4,184
Pottiaceae,4,184
Primulaceae,1,184
Ranunculaceae,1,184
Rosaceae,3,184
Rubiaceae,1,184
Rutaceae,1,184
Sapindaceae,1,184
Sapotaceae,1,184
Scrophulariaceae,1,184
Seligeriaceae,1,184
Sematophyllaceae,1,184
Solanaceae,2,184
Stemonuraceae,1,184
Thelypteridaceae,1,184
Thymelaeaceae,2,184
Triuridaceae,1,184
Urticaceae,1,184
Xanthorrhoeaceae,2,184
Acanthaceae,2,185
Aizoaceae,2,185
Amaryllidaceae,1,185
Amblystegiaceae,1,185
Annonaceae,1,185
Apocynaceae,3,185
Araceae,1,185
Begoniaceae,2,185
Bromeliaceae,2,185
Bryaceae,1,185
Cactaceae,2,185
Calymperaceae,1,185
Celastraceae,1,185
Compositae,9,185
Crassulaceae,2,185
Cyperaceae,2,185
Euphorbiaceae,1,185
Fagaceae,1,185
Gesneriaceae,2,185
Gnetaceae,2,185
Gyrostemonaceae,1,185
Hypnaceae,1,185
Icacinaceae,1,185
Joinvilleaceae,1,185
Jubulaceae,1,185
Lamiaceae,3,185
Leguminosae,12,185
Lejeuneaceae,1,185
Lepidoziaceae,1,185
Malvaceae,1,185
Marantaceae,1,185
Melanthiaceae,1,185
Menispermaceae,1,185
Myrtaceae,2,185
Orchidaceae,10,185
Orobanchaceae,1,185
Papaveraceae,1,185
Plantaginaceae,1,185
Poaceae,3,185
Polygonaceae,3,185
Primulaceae,1,185
Ranunculaceae,1,185
Rosaceae,1,185
Rubiaceae,3,185
Solanaceae,1,185
Thymelaeaceae,1,185
Urticaceae,1,185
Verbenaceae,1,185
Violaceae,1,185
Vochysiaceae,1,185
Acanthaceae,2,186
Amaryllidaceae,2,186
Andreaeaceae,1,186
Apiaceae,2,186
Apocynaceae,3,186
Araceae,1,186
Bartramiaceae,1,186
Blechnaceae,1,186
Boraginaceae,1,186
Cactaceae,1,186
Campanulaceae,1,186
Capparaceae,2,186
Caryophyllaceae,1,186
Chrysobalanaceae,1,186
Compositae,10,186
Cycadaceae,1,186
Daltoniaceae,1,186
Dicranaceae,1,186
Dryopteridaceae,1,186
Ebenaceae,1,186
Entodontaceae,1,186
Ericaceae,3,186
Eriocaulaceae,1,186
Euphorbiaceae,1,186
Gelsemiaceae,1,186
Gesneriaceae,2,186
Hookeriaceae,1,186
Hymenophyllaceae,1,186
Hypnaceae,2,186
Iridaceae,1,186
Lamiaceae,2,186
Lauraceae,2,186
Leguminosae,6,186
Lejeuneaceae,2,186
Loasaceae,1,186
Loranthaceae,1,186
Malvaceae,1,186
Marattiaceae,1,186
Melastomataceae,1,186
Myrtaceae,3,186
Orchidaceae,7,186
Orthotrichaceae,1,186
Oxalidaceae,1,186
Piperaceae,1,186
Plantaginaceae,2,186
Poaceae,5,186
Podocarpaceae,1,186
Pottiaceae,1,186
Pteridaceae,2,186
Ranunculaceae,1,186
Rosaceae,1,186
Rubiaceae,1,186
Saxifragaceae,2,186
Scrophulariaceae,1,186
Violaceae,1,186
Woodsiaceae,1,186
Aizoaceae,2,187
Anacardiaceae,1,187
Apocynaceae,1,187
Aquifoliaceae,1,187
Araceae,1,187
Asparagaceae,1,187
Aspleniaceae,1,187
Bartramiaceae,1,187
Begoniaceae,1,187
Boraginaceae,1,187
Brassicaceae,2,187
Bryaceae,1,187
Burseraceae,1,187
Cleomaceae,1,187
Colchicaceae,1,187
Compositae,9,187
Convolvulaceae,1,187
Cyperaceae,5,187
Dicranaceae,2,187
Euphorbiaceae,1,187
Funariaceae,1,187
Gentianaceae,2,187
Gesneriaceae,1,187
Hypericaceae,1,187
Iridaceae,2,187
Ixonanthaceae,1,187
Lamiaceae,3,187
Lauraceae,4,187
Leguminosae,6,187
Lejeuneaceae,1,187
Malvaceae,3,187
Myrtaceae,1,187
Orchidaceae,10,187
Orobanchaceae,1,187
Orthotrichaceae,1,187
Piperaceae,2,187
Plantaginaceae,1,187
Poaceae,4,187
Pottiaceae,3,187
Primulaceae,1,187
Pteridaceae,1,187
Racopilaceae,1,187
Rosaceae,1,187
Rutaceae,3,187
Santalaceae,1,187
Sapindaceae,1,187
Sapotaceae,1,187
Scrophulariaceae,1,187
Sematophyllaceae,1,187
Solanaceae,2,187
Vitaceae,1,187
Acanthaceae,2,188
Amaranthaceae,1,188
Apocynaceae,3,188
Asparagaceae,1,188
Aspleniaceae,1,188
Balsaminaceae,1,188
Begoniaceae,1,188
Bignoniaceae,1,188
Brassicaceae,1,188
Calypogeiaceae,1,188
Cannabaceae,1,188
Celastraceae,1,188
Combretaceae,2,188
Compositae,12,188
Convolvulaceae,1,188
Crassulaceae,1,188
Cyperaceae,2,188
Dryopteridaceae,1,188
Ebenaceae,1,188
Ericaceae,1,188
Eriocaulaceae,1,188
Erpodiaceae,1,188
Euphorbiaceae,2,188
Gesneriaceae,2,188
Lamiaceae,2,188
Leguminosae,7,188
Leskeaceae,1,188
Malpighiaceae,2,188
Malvaceae,2,188
Meteoriaceae,1,188
Myrtaceae,1,188
Notothyladaceae,1,188
Nyctaginaceae,2,188
Onagraceae,1,188
Orchidaceae,6,188
Oxalidaceae,1,188
Pentaphylacaceae,1,188
Phyllanthaceae,1,188
Piperaceae,2,188
Plantaginaceae,1,188
Poaceae,5,188
Polygonaceae,1,188
Polypodiaceae,1,188
Porellaceae,1,188
Primulaceae,1,188
Ranunculaceae,1,188
Rubiaceae,5,188
Salicaceae,1,188
Saxifragaceae,1,188
Solanaceae,1,188
Thymelaeaceae,1,188
Urticaceae,1,188
Vitaceae,1,188
Xanthorrhoeaceae,1,188
Zingiberaceae,2,188
Acanthaceae,1,189
Alstroemeriaceae,1,189
Amaranthaceae,1,189
Amaryllidaceae,2,189
Apiaceae,1,189
Apocynaceae,3,189
Araceae,2,189
Asparagaceae,2,189
Athyriaceae,1,189
Brassicaceae,3,189
Caryophyllaceae,1,189
Compositae,9,189
Ericaceae,1,189
Euphorbiaceae,2,189
Gesneriaceae,1,189
Grimmiaceae,1,189
Hymenophyllaceae,1,189
Hypnaceae,1,189
Lamiaceae,3,189
Leguminosae,10,189
Lejeuneaceae,1,189
Leskeaceae,1,189
Melastomataceae,2,189
Myrtaceae,3,189
Neckeraceae,1,189
Oleaceae,1,189
Orchidaceae,12,189
Orthotrichaceae,1,189
Pandanaceae,1,189
Passifloraceae,1,189
Pilotrichaceae,1,189
Poaceae,6,189
Polemoniaceae,1,189
Polygalaceae,2,189
Potamogetonaceae,1,189
Primulaceae,2,189
Pteridaceae,1,189
Rubiaceae,5,189
Saxifragaceae,1,189
Sematophyllaceae,1,189
Smilacaceae,1,189
Sphagnaceae,1,189
Thelypteridaceae,1,189
Urticaceae,1,189
Violaceae,1,189
Vochysiaceae,1,189
Acanthaceae,3,190
Aizoaceae,1,190
Amaranthaceae,1,190
Amblystegiaceae,1,190
Apiaceae,2,190
Apocynaceae,2,190
Aquifoliaceae,1,190
Araceae,1,190
Araliaceae,1,190
Begoniaceae,1,190
Boraginaceae,1,190
Brassicaceae,1,190
Bromeliaceae,2,190
Bryaceae,1,190
Caryophyllaceae,1,190
Chrysobalanaceae,1,190
Clusiaceae,2,190
Compositae,10,190
Connaraceae,1,190
Cryphaeaceae,1,190
Cyatheaceae,1,190
Cyperaceae,4,190
Encalyptaceae,1,190
Ericaceae,1,190
Euphorbiaceae,1,190
Fagaceae,1,190
Gentianaceae,1,190
Gesneriaceae,1,190
Grimmiaceae,1,190
Hylocomiaceae,1,190
Hypnaceae,1,190
Iridaceae,1,190
Lamiaceae,1,190
Leguminosae,2,190
Lejeuneaceae,1,190
Lythraceae,1,190
Malpighiaceae,1,190
Malvaceae,2,190
Meliaceae,1,190
Moraceae,2,190
Myristicaceae,1,190
Myrtaceae,1,190
Oleaceae,1,190
Orchidaceae,8,190
Orobanchaceae,1,190
Orthotrichaceae,1,190
Papaveraceae,1,190
Piperaceae,2,190
Poaceae,4,190
Portulacaceae,1,190
Pottiaceae,1,190
Primulaceae,2,190
Ranunculaceae,2,190
Rhamnaceae,1,190
Rosaceae,4,190
Rubiaceae,4,190
Sapindaceae,1,190
Xanthorrhoeaceae,1,190
Aizoaceae,1,191
Amaranthaceae,1,191
Amaryllidaceae,1,191
Arecaceae,1,191
Asparagaceae,1,191
Begoniaceae,1,191
Bignoniaceae,1,191
Brassicaceae,2,191
Bryaceae,1,191
Cinclidotaceae,1,191
Clusiaceae,1,191
Commelinaceae,1,191
Compositae,11,191
Connaraceae,1,191
Cyatheaceae,1,191
Cycadaceae,1,191
Cyperaceae,2,191
Elaeocarpaceae,1,191
Ericaceae,1,191
Euphorbiaceae,2,191
Frankeniaceae,1,191
Gesneriaceae,3,191
Grimmiaceae,1,191
Haemodoraceae,1,191
Hydrangeaceae,1,191
Jungermanniaceae,1,191
Lamiaceae,4,191
Leguminosae,7,191
Lejeuneaceae,1,191
Linderniaceae,1,191
Malpighiaceae,1,191
Malvaceae,3,191
Melastomataceae,1,191
Meliaceae,1,191
Moraceae,1,191
Myrtaceae,1,191
Nyctaginaceae,1,191
Orchidaceae,5,191
Orobanchaceae,1,191
Piperaceae,1,191
Poaceae,3,191
Primulaceae,2,191
Proteaceae,2,191
Putranjivaceae,1,191
Ranunculaceae,2,191
Rosaceae,2,191
Rubiaceae,6,191
Rutaceae,1,191
Salicaceae,1,191
Sematophyllaceae,2,191
Tectariaceae,1,191
Violaceae,1,191
Vitaceae,2,191
Vochysiaceae,1,191
Xanthorrhoeaceae,1,191
Acanthaceae,1,192
Amaryllidaceae,1,192
Apiaceae,1,192
Apocynaceae,1,192
Araceae,1,192
Araucariaceae,1,192
Asparagaceae,1,192
Balsaminaceae,1,192
Begoniaceae,4,192
Boraginaceae,1,192
Brassicaceae,3,192
Bromeliaceae,1,192
Bruniaceae,1,192
Caprifoliaceae,1,192
Celastraceae,1,192
Compositae,12,192
Cucurbitaceae,1,192
Cycadaceae,1,192
Cyperaceae,1,192
Dicranaceae,1,192
Ditrichaceae,1,192
Elatinaceae,1,192
Ericaceae,1,192
Euphorbiaceae,1,192
Gesneriaceae,1,192
Grimmiaceae,1,192
Iridaceae,2,192
Jubulaceae,1,192
Lamiaceae,1,192
Lauraceae,2,192
Leguminosae,11,192
Lycopodiaceae,1,192
Myrtaceae,1,192
Ochnaceae,1,192
Orchidaceae,3,192
Orobanchaceae,1,192
Orthotrichaceae,1,192
Oxalidaceae,1,192
Poaceae,3,192
Polygonaceae,1,192
Pottiaceae,2,192
Primulaceae,2,192
Ranunculaceae,1,192
Restionaceae,1,192
Rosaceae,5,192
Rubiaceae,5,192
Santalaceae,1,192
Sphagnaceae,1,192
Splachnobryaceae,1,192
Tamaricaceae,1,192
Theaceae,1,192
Tofieldiaceae,1,192
Urticaceae,1,192
Xanthorrhoeaceae,1,192
Zingiberaceae,1,192
Zygophyllaceae,1,192
Amaranthaceae,1,193
Apiaceae,1,193
Araceae,1,193
Araliaceae,2,193
Balsaminaceae,1,193
Bignoniaceae,1,193
Blechnaceae,1,193
Brachytheciaceae,1,193
Bromeliaceae,1,193
Caryophyllaceae,1,193
Celastraceae,1,193
Compositae,6,193
Crassulaceae,4,193
Cyclanthaceae,1,193
Cyperaceae,1,193
Dennstaedtiaceae,1,193
Ericaceae,1,193
Euphorbiaceae,2,193
Fissidentaceae,1,193
Gentianaceae,2,193
Grimmiaceae,1,193
Hypnaceae,2,193
Jungermanniaceae,1,193
Lamiaceae,3,193
Lauraceae,1,193
Leguminosae,5,193
Lejeuneaceae,2,193
Lentibulariaceae,1,193
Lepidoziaceae,1,193
Malpighiaceae,2,193
Marcgraviaceae,1,193
Melastomataceae,1,193
Meliaceae,1,193
Moraceae,1,193
Myrtaceae,2,193
Neckeraceae,1,193
Oleaceae,1,193
Onagraceae,1,193
Orchidaceae,8,193
Orobanchaceae,1,193
Orthotrichaceae,1,193
Papaveraceae,2,193
Piperaceae,4,193
Poaceae,3,193
Polemoniaceae,1,193
Polygalaceae,1,193
Polypodiaceae,1,193
Polytrichaceae,1,193
Ranunculaceae,2,193
Restionaceae,1,193
Rosaceae,2,193
Rubiaceae,2,193
Rutaceae,2,193
Saccolomataceae,1,193
Sematophyllaceae,1,193
Sphagnaceae,1,193
Urticaceae,1,193
Vitaceae,1,193
Zamiaceae,1,193
Zingiberaceae,1,193
Acanthaceae,1,194
Apocynaceae,2,194
Araceae,1,194
Arecaceae,1,194
Asteliaceae,1,194
Brassicaceae,3,194
Bryaceae,1,194
Campanulaceae,1,194
Compositae,14,194
Crassulaceae,1,194
Cyperaceae,3,194
Dioscoreaceae,1,194
Entodontaceae,1,194
Ericaceae,1,194
Euphorbiaceae,2,194
Fagaceae,1,194
Gentianaceae,1,194
Geraniaceae,1,194
Gesneriaceae,2,194
Gleicheniaceae,1,194
Grossulariaceae,1,194
Hypericaceae,1,194
Lamiaceae,4,194
Lauraceae,1,194
Leguminosae,5,194
Liliaceae,2,194
Malvaceae,1,194
Melastomataceae,3,194
Menispermaceae,1,194
Myrtaceae,1,194
Oleaceae,1,194
Orchidaceae,12,194
Papaveraceae,1,194
Penaeaceae,1,194
Phyllanthaceae,1,194
Poaceae,1,194
Polygonaceae,1,194
Pottiaceae,3,194
Primulaceae,1,194
Proteaceae,1,194
Ranunculaceae,1,194
Rhachitheciaceae,1,194
Rhamnaceae,1,194
Rosaceae,2,194
Rubiaceae,2,194
Rutaceae,1,194
Sapindaceae,1,194
Sematophyllaceae,1,194
Sphagnaceae,1,194
Symplocaceae,1,194
Velloziaceae,1,194
Vitaceae,1,194
Zingiberaceae,1,194
Acanthaceae,1,195
Amaranthaceae,1,195
Anacardiaceae,1,195
Apiaceae,1,195
Apocynaceae,3,195
Aquifoliaceae,1,195
Asparagaceae,1,195
Aspleniaceae,1,195
Bartramiaceae,1,195
Berberidaceae,1,195
Boraginaceae,2,195
Bromeliaceae,2,195
Bryaceae,1,195
Cactaceae,2,195
Calceolariaceae,1,195
Campanulaceae,2,195
Celastraceae,1,195
Chloranthaceae,1,195
Clusiaceae,1,195
Commelinaceae,1,195
Compositae,9,195
Convolvulaceae,1,195
Dioscoreaceae,1,195
Droseraceae,1,195
Ericaceae,2,195
Euphorbiaceae,3,195
Gentianaceae,1,195
Geraniaceae,1,195
Gesneriaceae,3,195
Grimmiaceae,1,195
Hookeriaceae,1,195
Hypnaceae,2,195
Iridaceae,1,195
Lamiaceae,1,195
Lauraceae,3,195
Leguminosae,8,195
Lejeuneaceae,1,195
Leucomiaceae,1,195
Malvaceae,2,195
Menispermaceae,2,195
Moraceae,1,195
Myrtaceae,1,195
Nothofagaceae,1,195
Onagraceae,1,195
Orchidaceae,6,195
Pilotrichaceae,1,195
Poaceae,3,195
Polemoniaceae,1,195
Pottiaceae,1,195
Rosaceae,1,195
Rubiaceae,2,195
Rutaceae,1,195
Santalaceae,1,195
Sapindaceae,1,195
Sarraceniaceae,1,195
Scrophulariaceae,1,195
Seligeriaceae,2,195
Xanthorrhoeaceae,1,195
Alismataceae,1,196
Amaranthaceae,1,196
Amaryllidaceae,1,196
Apocynaceae,2,196
Apodanthaceae,1,196
Araceae,2,196
Araliaceae,1,196
Aristolochiaceae,1,196
Asparagaceae,1,196
Atherospermataceae,1,196
Brachytheciaceae,1,196
Brassicaceae,3,196
Bromeliaceae,2,196
Campanulaceae,1,196
Caryophyllaceae,2,196
Compositae,13,196
Euphorbiaceae,2,196
Gentianaceae,1,196
Grimmiaceae,1,196
Hypericaceae,1,196
Iridaceae,1,196
Jungermanniaceae,1,196
Lamiaceae,1,196
Lauraceae,1,196
Leguminosae,7,196
Loasaceae,1,196
Malvaceae,2,196
Melastomataceae,1,196
Moraceae,1,196
Myrtaceae,3,196
Neckeraceae,1,196
Ochnaceae,1,196
Orchidaceae,7,196
Passifloraceae,1,196
Phyllanthaceae,1,196
Plantaginaceae,1,196
Poaceae,6,196
Polygonaceae,1,196
Polypodiaceae,2,196
Porellaceae,1,196
Primulaceae,1,196
Pteridaceae,1,196
Ranunculaceae,3,196
Rubiaceae,1,196
Santalaceae,1,196
Solanaceae,2,196
Theaceae,1,196
Thelypteridaceae,2,196
Thymelaeaceae,1,196
Verbenaceae,1,196
Violaceae,1,196
Winteraceae,1,196
Zingiberaceae,2,196
Acanthaceae,1,197
Achariaceae,1,197
Amaryllidaceae,1,197
Annonaceae,1,197
Apiaceae,2,197
Apocynaceae,1,197
Araceae,1,197
Asparagaceae,1,197
Asteliaceae,1,197
Athyriaceae,1,197
Bartramiaceae,1,197
Begoniaceae,1,197
Bignoniaceae,2,197
Brassicaceae,1,197
Bryaceae,2,197
Burmanniaceae,1,197
Campanulaceae,2,197
Cannabaceae,1,197
Chrysobalanaceae,1,197
Compositae,11,197
Cyperaceae,1,197
Dioscoreaceae,1,197
Droseraceae,1,197
Ebenaceae,1,197
Elaeagnaceae,1,197
Eriocaulaceae,1,197
Euphorbiaceae,1,197
Fissidentaceae,1,197
Funariaceae,1,197
Gesneriaceae,1,197
Gymnomitriaceae,1,197
Hylocomiaceae,1,197
Hypnaceae,2,197
Jungermanniaceae,1,197
Lamiaceae,2,197
Lauraceae,2,197
Leguminosae,8,197
Lejeuneaceae,1,197
Liliaceae,1,197
Loganiaceae,1,197
Magnoliaceae,1,197
Melastomataceae,1,197
Meteoriaceae,2,197
Myrtaceae,2,197
Neckeraceae,1,197
Orchidaceae,6,197
Orthotrichaceae,2,197
Pandanaceae,1,197
Poaceae,4,197
Proteaceae,1,197
Radulaceae,1,197
Rosaceae,1,197
Rubiaceae,2,197
Sapindaceae,1,197
Sapotaceae,1,197
Siparunaceae,1,197
Urticaceae,1,197
Verbenaceae,1,197
Vitaceae,1,197
Vochysiaceae,1,197
Xanthorrhoeaceae,1,197
Zingiberaceae,1,197
Actinidiaceae,1,198
Aizoaceae,1,198
Amaranthaceae,1,198
Amaryllidaceae,2,198
Anacardiaceae,1,198
Annonaceae,1,198
Apocynaceae,1,198
Aquifoliaceae,1,198
Araceae,1,198
Asparagaceae,1,198
Brachytheciaceae,2,198
Bromeliaceae,1,198
Cactaceae,2,198
Capparaceae,1,198
Caprifoliaceae,1,198
Cistaceae,1,198
Compositae,13,198
Cyatheaceae,1,198
Dryopteridaceae,2,198
Ericaceae,1,198
Eriocaulaceae,2,198
Euphorbiaceae,2,198
Hedwigiaceae,1,198
Hookeriaceae,2,198
Icacinaceae,1,198
Juncaceae,1,198
Lamiaceae,3,198
Lauraceae,1,198
Leguminosae,6,198
Lejeuneaceae,2,198
Lycopodiaceae,1,198
Malpighiaceae,1,198
Malvaceae,2,198
Meliaceae,1,198
Myrtaceae,2,198
Neckeraceae,1,198
Ochnaceae,3,198
Orchidaceae,7,198
Orobanchaceae,1,198
Phyllanthaceae,1,198
Piperaceae,2,198
Poaceae,2,198
Polemoniaceae,2,198
Polygonaceae,1,198
Pottiaceae,1,198
Primulaceae,1,198
Rosaceae,2,198
Rubiaceae,2,198
Sapindaceae,1,198
Scrophulariaceae,1,198
Selaginellaceae,1,198
Sematophyllaceae,2,198
Siparunaceae,1,198
Sphagnaceae,1,198
Urticaceae,1,198
Acanthaceae,1,199
Annonaceae,1,199
Apiaceae,1,199
Apocynaceae,2,199
Asparagaceae,1,199
Bartramiaceae,1,199
Bignoniaceae,1,199
Blechnaceae,1,199
Bromeliaceae,1,199
Burseraceae,1,199
Campanulaceae,1,199
Capparaceae,1,199
Clusiaceae,1,199
Compositae,7,199
Convolvulaceae,2,199
Cucurbitaceae,1,199
Cyperaceae,1,199
Daltoniaceae,1,199
Dryopteridaceae,1,199
Elaeocarpaceae,1,199
Ericaceae,2,199
Euphorbiaceae,3,199
Fagaceae,1,199
Gentianaceae,1,199
Hamamelidaceae,1,199
Hypnaceae,1,199
Lamiaceae,2,199
Lauraceae,1,199
Leguminosae,13,199
Lejeuneaceae,2,199
Lepidoziaceae,1,199
Linaceae,1,199
Malpighiaceae,1,199
Malvaceae,1,199
Marattiaceae,1,199
Marcgraviaceae,1,199
Melastomataceae,2,199
Myrtaceae,1,199
Orchidaceae,3,199
Orobanchaceae,1,199
Phyllanthaceae,2,199
Piperaceae,1,199
Plantaginaceae,1,199
Poaceae,3,199
Polemoniaceae,1,199
Polygalaceae,1,199
Primulaceae,3,199
Pteridaceae,2,199
Ptychomitriaceae,1,199
Ranunculaceae,2,199
Rhamnaceae,1,199
Rosaceae,1,199
Rubiaceae,6,199
Sematophyllaceae,1,199
Sphaerocarpaceae,1,199
Sphagnaceae,1,199
Symplocaceae,1,199
Xanthorrhoeaceae,1,199
Acrobolbaceae,1,200
Amaranthaceae,1,200
Anacardiaceae,1,200
Anthocerotaceae,1,200
Apocynaceae,1,200
Asparagaceae,1,200
Bignoniaceae,2,200
Brassicaceae,1,200
Bromeliaceae,1,200
Bryaceae,1,200
Cactaceae,1,200
Cannabaceae,1,200
Capparaceae,1,200
Combretaceae,1,200
Compositae,10,200
Convolvulaceae,1,200
Crassulaceae,1,200
Dicranaceae,1,200
Ericaceae,2,200
Euphorbiaceae,2,200
Gesneriaceae,1,200
Grimmiaceae,1,200
Hookeriaceae,1,200
Iridaceae,2,200
Lamiaceae,1,200
Leguminosae,10,200
Malvaceae,2,200
Melastomataceae,2,200
Moraceae,2,200
Neckeraceae,1,200
Orchidaceae,9,200
Orthotrichaceae,1,200
Oxalidaceae,2,200
Papaveraceae,2,200
Passifloraceae,1,200
Phyllanthaceae,3,200
Piperaceae,3,200
Plantaginaceae,1,200
Poaceae,2,200
Primulaceae,2,200
Pteridaceae,1,200
Pterigynandraceae,1,200
Rosaceae,3,200
Rubiaceae,3,200
Rutaceae,1,200
Sapotaceae,1,200
Sematophyllaceae,2,200
Solanaceae,1,200
Thelypteridaceae,2,200
Urticaceae,2,200
Acanthaceae,1,201
Amaranthaceae,1,201
Apiaceae,1,201
Apocynaceae,3,201
Araceae,2,201
Araliaceae,1,201
Arecaceae,1,201
Aristolochiaceae,1,201
Betulaceae,1,201
Brassicaceae,3,201
Bromeliaceae,3,201
Bryaceae,1,201
Cactaceae,2,201
Campanulaceae,1,201
Caryophyllaceae,2,201
Celastraceae,1,201
Compositae,12,201
Crassulaceae,1,201
Cyperaceae,1,201
Dioscoreaceae,1,201
Ditrichaceae,1,201
Dryopteridaceae,2,201
Ericaceae,1,201
Eriocaulaceae,1,201
Erythroxylaceae,1,201
Euphorbiaceae,1,201
Geraniaceae,1,201
Goodeniaceae,1,201
Grossulariaceae,1,201
Hymenophyllaceae,1,201
Iridaceae,2,201
Lamiaceae,3,201
Lauraceae,1,201
Leguminosae,4,201
Lepidoziaceae,1,201
Malpighiaceae,1,201
Malvaceae,2,201
Melastomataceae,1,201
Moraceae,3,201
Myrtaceae,1,201
Oleaceae,1,201
Orchidaceae,5,201
Piperaceae,2,201
Plantaginaceae,2,201
Poaceae,3,201
Polygonaceae,1,201
Pottiaceae,1,201
Proteaceae,1,201
Ranunculaceae,1,201
Rosaceae,1,201
Rubiaceae,4,201
Scrophulariaceae,1,201
Selaginellaceae,1,201
Thelypteridaceae,1,201
Urticaceae,1,201
Xanthorrhoeaceae,2,201
Aizoaceae,1,202
Alstroemeriaceae,1,202
Anacardiaceae,1,202
Anthocerotaceae,1,202
Apocynaceae,2,202
Araceae,2,202
Arecaceae,1,202
Aristolochiaceae,1,202
Asparagaceae,1,202
Athyriaceae,1,202
Begoniaceae,1,202
Brachytheciaceae,1,202
Bromeliaceae,1,202
Capparaceae,1,202
Celastraceae,1,202
Compositae,10,202
Convolvulaceae,2,202
Cunoniaceae,1,202
Cyperaceae,4,202
Dicranaceae,1,202
Ebenaceae,2,202
Elaeocarpaceae,1,202
Ericaceae,1,202
Euphorbiaceae,2,202
Fagaceae,1,202
Gesneriaceae,1,202
Hamamelidaceae,1,202
Hymenophyllaceae,1,202
Hypnaceae,1,202
Lamiaceae,1,202
Leguminosae,10,202
Lejeuneaceae,2,202
Lentibulariaceae,2,202
Leskeaceae,1,202
Loganiaceae,1,202
Loranthaceae,1,202
Lycopodiaceae,1,202
Malvaceae,1,202
Melastomataceae,1,202
Moraceae,1,202
Myrtaceae,3,202
Orchidaceae,6,202
Orthotrichaceae,1,202
Pandanaceae,1,202
Picramniaceae,1,202
Piperaceae,1,202
Poaceae,3,202
Polygalaceae,1,202
Pottiaceae,1,202
Ranunculaceae,1,202
Rosaceae,1,202
Rubiaceae,3,202
Sapotaceae,1,202
Saxifragaceae,2,202
Scrophulariaceae,1,202
Thelypteridaceae,1,202
Verbenaceae,1,202
Violaceae,1,202
Aizoaceae,1,203
Amblystegiaceae,1,203
Annonaceae,1,203
Apiaceae,1,203
Apocynaceae,3,203
Araceae,1,203
Asparagaceae,2,203
Boraginaceae,1,203
Brachytheciaceae,1,203
Cactaceae,1,203
Campanulaceae,1,203
Caprifoliaceae,1,203
Caryophyllaceae,2,203
Casuarinaceae,1,203
Compositae,6,203
Cunoniaceae,1,203
Cyatheaceae,1,203
Cyclanthaceae,1,203
